acousticness,artist,danceability,day,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,month,position,speechiness,tempo,time_signature,title,valence,year
0.00508,chaka khan featuring mary j. blige,0.586,3.0,284933.0,0.947,0.000107,1.0,0.195,-4.284,1.0,11.0,1.0,0.256,100.308,4.0,disrespectful,0.601,2007.0
0.0611,nelly furtado,0.855,10.0,221507.0,0.749,0.0547,1.0,0.0451,-4.275,1.0,11.0,1.0,0.0583,125.003,4.0,do it,0.916,2007.0
0.0284,mika,0.669,10.0,235173.0,0.91,0.00439,6.0,0.109,-4.99,0.0,11.0,2.0,0.0639,124.465,4.0,love today,0.564,2007.0
0.379,plumb,0.523,17.0,243947.0,0.538,0.0173,3.0,0.121,-4.185,0.0,11.0,3.0,0.0271,115.066,4.0,in my arms,0.0639,2007.0
0.00559,seal,0.556,24.0,192280.0,0.839,1.54e-05,9.0,0.299,-5.925,1.0,11.0,1.0,0.12,125.993,4.0,amazing,0.574,2007.0
0.00423,taxi doll,0.614,24.0,217570.0,0.9,0.0,1.0,0.146,-3.979,1.0,11.0,9.0,0.0327,135.013,4.0,be with you,0.781,2007.0
0.0311,jennifer lopez,0.763,1.0,185933.0,0.81,0.0,5.0,0.316,-5.118,0.0,12.0,1.0,0.0861,108.004,4.0,do it well,0.437,2007.0
0.034,justice,0.613,1.0,242267.0,0.962,0.0,6.0,0.824,-5.07,0.0,12.0,10.0,0.278,113.015,4.0,d.a.n.c.e.,0.496,2007.0
0.000798,rihanna,0.737,8.0,212280.0,0.833,0.12,1.0,0.228,-4.879,1.0,12.0,1.0,0.0358,132.965,4.0,shut up and drive,0.764,2007.0
0.25,britney spears,0.788,15.0,251240.0,0.844,0.000678,2.0,0.0723,-3.131,1.0,12.0,1.0,0.0334,113.324,4.0,gimme more,0.382,2007.0
0.00135,dave gahan,0.529,5.0,274173.0,0.904,0.0146,4.0,0.398,-4.417,1.0,1.0,1.0,0.0322,99.225,4.0,kingdom,0.343,2008.0
0.302,enrique iglesias,0.629,5.0,238467.0,0.551,0.0,1.0,0.11,-6.924,1.0,1.0,4.0,0.0252,83.005,4.0,somebody's me,0.384,2008.0
0.491,ono,0.245,12.0,161809.0,0.693,0.081,3.0,0.1,-7.954,1.0,1.0,1.0,0.0456,144.838,4.0,"no, no, no",0.0964,2008.0
0.00627,kimberley locke,0.715,19.0,176587.0,0.905,9.33e-06,6.0,0.335,-5.563,1.0,1.0,1.0,0.0283,127.023,4.0,band of gold,0.976,2008.0
0.00117,erika jayne,0.695,26.0,253693.0,0.851,0.000979,11.0,0.104,-4.164,1.0,1.0,1.0,0.0304,124.018,4.0,stars,0.73,2008.0
0.0199,celine dion,0.275,2.0,242067.0,0.536,0.0,2.0,0.156,-5.641,1.0,2.0,1.0,0.0357,176.3,4.0,taking chances,0.243,2008.0
0.254,leann rimes,0.451,2.0,266507.0,0.911,0.0,5.0,0.17,-3.668,0.0,2.0,8.0,0.143,198.075,4.0,nothin' better to do,0.455,2008.0
0.0354,mary j. blige,0.923,16.0,242133.0,0.792,0.000613,11.0,0.1,-3.633,0.0,2.0,1.0,0.114,123.035,4.0,just fine,0.548,2008.0
0.00702,celeda,0.809,1.0,458759.0,0.87,0.00552,9.0,0.104,-5.221,0.0,3.0,1.0,0.0603,126.972,4.0,amazing,0.669,2008.0
0.000406,sia,0.747,1.0,467373.0,0.704,0.884,4.0,0.0645,-8.605,0.0,3.0,8.0,0.0465,128.008,4.0,the girl you lost to cocaine,0.523,2008.0
0.0902,britney spears,0.769,8.0,212107.0,0.638,0.0,11.0,0.0857,-5.054,1.0,3.0,1.0,0.216,115.007,4.0,piece of me,0.782,2008.0
0.00789,karen young reheat,0.695,8.0,496647.0,0.921,0.211,2.0,0.302,-5.585,1.0,3.0,7.0,0.0619,126.382,4.0,hot shot,0.914,2008.0
0.000724,sarah atereth,0.614,15.0,437597.0,0.784,0.799,4.0,0.0784,-6.265,0.0,3.0,4.0,0.0345,127.0,4.0,it doesn't take much,0.471,2008.0
0.0124,matchbox twenty,0.578,15.0,210040.0,0.859,1.93e-06,0.0,0.184,-6.893,1.0,3.0,8.0,0.0527,83.012,4.0,how far we've come,0.807,2008.0
0.000255,janet,0.849,22.0,218213.0,0.649,0.0,4.0,0.0623,-6.826,1.0,3.0,1.0,0.0501,115.005,4.0,feedback,0.466,2008.0
0.0645,idina menzel,0.501,22.0,228000.0,0.913,0.0,9.0,0.302,-3.027,1.0,3.0,3.0,0.0655,100.01,4.0,gorgeous,0.558,2008.0
0.414,x-press 2,0.569,22.0,415387.0,0.476,0.000968,0.0,0.0939,-14.841,1.0,3.0,8.0,0.0345,123.924,4.0,give it,0.245,2008.0
0.00159,kristine w,0.599,29.0,234267.0,0.981,0.00108,4.0,0.313,-4.774,0.0,3.0,1.0,0.044,130.121,4.0,the boss,0.883,2008.0
0.0722,taylor dayne,0.551,5.0,307560.0,0.73,0.0,10.0,0.674,-7.449,0.0,4.0,1.0,0.0604,115.183,4.0,beautiful,0.685,2008.0
0.00949,robyn with kleerup,0.496,12.0,253173.0,0.875,0.000178,4.0,0.233,-4.071,0.0,4.0,5.0,0.0386,120.879,3.0,with every heartbeat,0.414,2008.0
0.00231,donna summer,0.835,19.0,468120.0,0.764,0.0057,11.0,0.106,-8.135,0.0,4.0,1.0,0.205,127.987,4.0,i'm a fire,0.537,2008.0
0.0137,colette,0.853,19.0,351827.0,0.788,0.0978,6.0,0.142,-6.681,1.0,4.0,5.0,0.0461,124.007,4.0,if,0.961,2008.0
0.00446,snoop dogg,0.756,26.0,245520.0,0.834,2.76e-05,11.0,0.0645,-4.005,1.0,4.0,1.0,0.077,120.214,4.0,sensual seduction,0.465,2008.0
0.0244,robbie williams,0.706,3.0,242067.0,0.739,2.24e-06,1.0,0.0723,-5.028,1.0,5.0,8.0,0.0721,102.057,4.0,lovelight,0.787,2008.0
0.0836,mariah carey,0.718,10.0,204733.0,0.665,0.0,4.0,0.139,-7.719,0.0,5.0,1.0,0.0527,78.515,4.0,touch my body,0.863,2008.0
0.00877,kat deluna featuring busta rhymes,0.77,10.0,213400.0,0.93,0.0025,7.0,0.665,-5.474,1.0,5.0,2.0,0.0545,125.025,4.0,run the show,0.975,2008.0
0.117,michael jackson with akon,0.82,17.0,254120.0,0.952,0.000258,5.0,0.106,-4.778,1.0,5.0,2.0,0.0723,121.949,4.0,wanna be startin' somethin' 2008,0.36,2008.0
0.203,natasha bedingfield,0.726,31.0,203440.0,0.881,0.0,9.0,0.108,-3.892,0.0,5.0,1.0,0.0391,110.019,4.0,pocketful of sunshine,0.682,2008.0
0.296,george michael & mutya,0.633,31.0,296507.0,0.539,0.0,5.0,0.0824,-9.108,0.0,5.0,8.0,0.045,90.041,4.0,this is not real love,0.577,2008.0
0.689,britney spears,0.712,7.0,196053.0,0.911,8.02e-06,5.0,0.107,-3.866,0.0,6.0,1.0,0.0445,117.533,4.0,break the ice,0.85,2008.0
0.107,paula abdul & randy jackson,0.729,7.0,180800.0,0.898,0.0,0.0,0.281,-6.1,1.0,6.0,2.0,0.0384,117.942,4.0,dance like there's no tomorrow,0.869,2008.0
0.0329,jesse mccartney,0.678,14.0,218267.0,0.716,2.25e-06,9.0,0.0669,-5.877,1.0,6.0,1.0,0.0534,79.247,4.0,leavin',0.88,2008.0
0.0913,moby,0.619,21.0,202880.0,0.92,0.000188,7.0,0.153,-5.154,1.0,6.0,1.0,0.0618,118.872,4.0,disco lies,0.313,2008.0
0.023,cyndi lauper,0.687,28.0,354640.0,0.663,1.03e-06,5.0,0.197,-6.184,0.0,6.0,1.0,0.0322,129.019,4.0,same ol' story,0.732,2008.0
0.002,donna summer,0.706,12.0,217787.0,0.849,9.07e-06,6.0,0.195,-3.934,0.0,7.0,1.0,0.102,119.985,4.0,stamp your feet,0.441,2008.0
0.175,kimberley locke,0.462,26.0,212453.0,0.709,1.04e-06,5.0,0.104,-3.883,1.0,7.0,1.0,0.0369,143.993,4.0,fall,0.171,2008.0
0.104,the ting tings,0.787,26.0,202813.0,0.899,0.00181,9.0,0.126,-2.014,0.0,7.0,3.0,0.034,125.009,4.0,great dj,0.48,2008.0
0.222,robyn,0.631,26.0,227373.0,0.699,0.0,1.0,0.0777,-5.237,0.0,7.0,5.0,0.316,94.897,4.0,handle me,0.875,2008.0
0.00165,the pussycat dolls,0.671,2.0,245680.0,0.685,0.0,11.0,0.398,-5.762,0.0,8.0,1.0,0.05,118.449,4.0,when i grow up,0.368,2008.0
0.00294,ari gold featuring sasha allen,0.706,2.0,338773.0,0.734,0.000348,2.0,0.212,-8.586,0.0,8.0,10.0,0.0535,110.022,4.0,where the music takes you,0.743,2008.0
0.0933,madonna,0.837,9.0,287907.0,0.954,0.000405,8.0,0.143,-3.512,0.0,8.0,1.0,0.0414,127.019,4.0,give it 2 me,0.972,2008.0
0.0785,blake lewis,0.675,9.0,214027.0,0.761,2.91e-06,7.0,0.0973,-4.911,1.0,8.0,8.0,0.0438,111.046,4.0,how many words,0.591,2008.0
0.326,ono,0.442,16.0,292973.0,0.853,0.0,1.0,0.816,-12.57,1.0,8.0,1.0,0.123,83.871,4.0,give peace a chance,0.208,2008.0
0.00155,solange,0.808,23.0,253330.0,0.728,0.000132,5.0,0.0666,-5.198,0.0,8.0,1.0,0.059,135.925,4.0,i decided,0.685,2008.0
0.00011,cyndi lauper,0.636,30.0,240640.0,0.54,0.0003,9.0,0.203,-7.167,0.0,8.0,1.0,0.0589,124.002,4.0,into the nightlife,0.674,2008.0
0.028,ne-yo,0.711,6.0,234360.0,0.753,2.96e-05,4.0,0.152,-6.461,0.0,9.0,1.0,0.0766,126.051,4.0,closer,0.588,2008.0
0.0884,rihanna,0.703,13.0,238573.0,0.813,0.0,11.0,0.219,-4.517,0.0,9.0,1.0,0.0574,124.904,4.0,disturbia,0.717,2008.0
0.0276,alyson,0.715,13.0,229960.0,0.875,2.19e-06,0.0,0.0792,-5.435,0.0,9.0,4.0,0.0849,127.98,4.0,here with me,0.823,2008.0
0.0685,christian george,0.748,13.0,185440.0,0.885,6.14e-05,8.0,0.149,-5.184,1.0,9.0,6.0,0.0598,125.422,4.0,strangers,0.66,2008.0
0.0448,jennifer hudson,0.707,20.0,250107.0,0.724,0.0,11.0,0.072,-3.887,0.0,9.0,8.0,0.051,108.984,4.0,spotlight,0.659,2008.0
0.0109,the ting tings,0.852,27.0,171227.0,0.927,0.00268,7.0,0.054,-4.497,1.0,9.0,1.0,0.0581,107.993,4.0,shut up and let me go,0.887,2008.0
0.237,moby,0.734,4.0,284547.0,0.681,0.0999,5.0,0.139,-8.3,0.0,10.0,1.0,0.0643,106.393,4.0,i love to move in here,0.767,2008.0
0.048,natasha bedingfield,0.636,11.0,183920.0,0.557,0.0002,7.0,0.164,-6.85,0.0,10.0,1.0,0.2,101.906,4.0,angel,0.329,2008.0
0.754,robin,0.739,11.0,228427.0,0.425,0.0,0.0,0.273,-6.919,1.0,10.0,5.0,0.0329,116.916,4.0,you turned the tables,0.609,2008.0
0.0881,nadia ali,0.651,11.0,243692.0,0.544,5.78e-05,9.0,0.113,-6.816,0.0,10.0,6.0,0.276,129.981,4.0,crash and burn,0.34,2008.0
0.000453,bimbo jones,0.655,18.0,229827.0,0.911,0.000386,1.0,0.843,-4.641,1.0,10.0,1.0,0.0749,127.452,4.0,and i try,0.698,2008.0
0.322,vanessa hudgens,0.806,1.0,179080.0,0.897,0.0,1.0,0.0972,-4.239,0.0,11.0,8.0,0.059,104.006,4.0,sneakernight,0.836,2008.0
0.002,danny tenaglia,0.751,8.0,532013.0,0.775,0.553,10.0,0.0748,-8.567,0.0,11.0,1.0,0.0481,125.006,4.0,the space dance,0.513,2008.0
0.0195,fireball,0.808,8.0,332618.0,0.938,0.6,3.0,0.121,-10.19,0.0,11.0,2.0,0.053,126.997,4.0,what i want,0.717,2008.0
0.00535,mary mary,0.672,15.0,188440.0,0.837,0.015,2.0,0.325,-5.788,0.0,11.0,1.0,0.0725,121.175,4.0,get up,0.507,2008.0
0.0136,tina sugandh,0.664,15.0,269533.0,0.934,0.102,1.0,0.342,-7.78,1.0,11.0,4.0,0.0699,121.996,4.0,break me,0.704,2008.0
0.0134,jipsta,0.724,15.0,236533.0,0.89,0.000112,11.0,0.418,-8.122,0.0,11.0,6.0,0.117,127.989,4.0,the middle of the dancefloor,0.608,2008.0
0.103,jody watley,0.774,22.0,278947.0,0.89,0.00892,2.0,0.102,-6.518,1.0,11.0,5.0,0.0499,120.013,4.0,a beautiful life,0.789,2008.0
0.0384,hilary duff,0.642,6.0,254787.0,0.83,0.0,6.0,0.0402,-4.522,0.0,12.0,1.0,0.118,130.025,4.0,reach out,0.739,2008.0
0.256,brandy,0.568,13.0,217947.0,0.682,0.0,8.0,0.231,-5.781,1.0,12.0,1.0,0.0439,92.99,4.0,right here (departed),0.366,2008.0
0.000681,sylvia tosun,0.698,13.0,224843.0,0.852,0.156,6.0,0.0446,-7.204,0.0,12.0,6.0,0.07,126.02,4.0,underlying feeling,0.158,2008.0
0.0738,solange,0.699,20.0,268960.0,0.747,0.955,2.0,0.0982,-9.301,1.0,12.0,1.0,0.0328,119.988,4.0,sandcastle disco,0.918,2008.0
0.0301,brian anthony,0.776,20.0,207747.0,0.533,0.0,8.0,0.0858,-6.798,1.0,12.0,7.0,0.0444,110.086,4.0,worked up!,0.156,2008.0
0.0122,the b-52s,0.567,20.0,262040.0,0.786,0.0001,1.0,0.212,-5.952,0.0,12.0,8.0,0.0276,131.03,4.0,juliet of the spirits,0.61,2008.0
0.548,michelle williams,0.59,27.0,211533.0,0.654,0.0,0.0,0.268,-4.565,1.0,12.0,1.0,0.0326,150.029,4.0,the greatest,0.736,2008.0
0.344,nikka costa,0.829,27.0,223120.0,0.58,0.0,4.0,0.079,-10.338,0.0,12.0,8.0,0.0729,129.017,4.0,stuck to you,0.936,2008.0
0.073,britney spears,0.724,27.0,224400.0,0.695,0.0,11.0,0.0889,-5.226,1.0,12.0,9.0,0.0622,139.0,4.0,womanizer,0.235,2008.0
0.0659,the pussycat dolls,0.756,10.0,218400.0,0.612,0.0,5.0,0.274,-4.371,1.0,1.0,1.0,0.0317,111.572,4.0,i hate this part,0.452,2009.0
0.00238,ultra nate,0.821,10.0,638880.0,0.829,0.226,5.0,0.176,-4.529,0.0,1.0,3.0,0.0539,127.037,4.0,twisted (got me goin' round),0.879,2009.0
0.0383,beyonce,0.426,17.0,192587.0,0.584,0.0,1.0,0.192,-5.293,1.0,1.0,1.0,0.296,193.438,4.0,single ladies (put a ring on it),0.272,2009.0
0.0447,madonna,0.782,17.0,288920.0,0.71,0.0,0.0,0.095,-4.394,1.0,1.0,2.0,0.0382,115.995,4.0,miles away,0.762,2009.0
0.00105,the killers,0.552,24.0,245373.0,0.839,0.000723,10.0,0.0934,-7.032,1.0,1.0,1.0,0.0679,135.466,4.0,human,0.576,2009.0
0.703,jimmy d. robinson,0.425,24.0,69333.0,0.589,0.0135,4.0,0.219,-11.639,0.0,1.0,6.0,0.0699,90.606,4.0,a tiny shoe,0.137,2009.0
0.0739,christina aguilera,0.645,24.0,181947.0,0.697,0.000842,5.0,0.575,-4.733,0.0,1.0,7.0,0.0285,130.001,4.0,keeps gettin' better,0.25,2009.0
0.00313,donna summer,0.64,31.0,243547.0,0.881,0.000126,5.0,0.394,-2.596,1.0,1.0,1.0,0.0517,116.966,4.0,fame (the game),0.68,2009.0
0.00773,moby,0.583,31.0,318787.0,0.74,4.81e-05,4.0,0.111,-5.783,1.0,1.0,3.0,0.0275,98.932,4.0,ooh yeah,0.364,2009.0
0.00596,kristine w,0.632,7.0,263040.0,0.95,0.012,7.0,0.35,-3.529,0.0,2.0,1.0,0.0488,125.614,4.0,never,0.659,2009.0
0.254,mariah carey,0.769,14.0,211947.0,0.618,0.0,1.0,0.0585,-4.568,1.0,2.0,1.0,0.0383,129.958,4.0,i stay in love,0.19,2009.0
0.0953,beyonce,0.63,14.0,249867.0,0.504,0.0,6.0,0.308,-6.152,1.0,2.0,2.0,0.0334,89.946,4.0,if i were a boy,0.487,2009.0
0.0451,the ting tings,0.755,14.0,310573.0,0.901,0.0373,9.0,0.363,-3.152,1.0,2.0,4.0,0.0893,145.042,4.0,that's not my name,0.959,2009.0
0.118,lady gaga,0.851,21.0,237200.0,0.806,1.64e-06,4.0,0.121,-4.62,1.0,2.0,1.0,0.0787,118.999,4.0,poker face,0.787,2009.0
0.629,leann rimes,0.309,28.0,324133.0,0.302,0.000646,7.0,0.144,-9.014,1.0,2.0,1.0,0.0317,145.633,4.0,what i cannot change,0.0978,2009.0
0.0257,shontelle,0.652,7.0,234760.0,0.661,0.0,6.0,0.316,-6.161,1.0,3.0,1.0,0.0674,86.949,4.0,t-shirt,0.425,2009.0
0.147,britney spears,0.791,7.0,192360.0,0.733,0.000381,6.0,0.0713,-5.215,0.0,3.0,3.0,0.052,114.98,4.0,circus,0.761,2009.0
0.0194,nicki richards,0.748,14.0,291933.0,0.921,0.0,0.0,0.143,-4.362,0.0,3.0,3.0,0.0727,104.002,4.0,bring the love,0.848,2009.0
0.000664,deep step,0.82,14.0,449019.0,0.807,0.0486,11.0,0.206,-8.164,0.0,3.0,10.0,0.0619,128.016,4.0,promise you,0.951,2009.0
0.727,brandy,0.395,21.0,226427.0,0.5,0.0,0.0,0.113,-6.111,1.0,3.0,1.0,0.0347,145.716,4.0,long distance,0.268,2009.0
0.0276,beyonce,0.574,28.0,165873.0,0.845,0.00029,9.0,0.387,-7.406,1.0,3.0,1.0,0.164,145.921,4.0,diva,0.486,2009.0
0.00134,the white tie affair,0.557,28.0,230707.0,0.874,0.0,0.0,0.127,-5.729,1.0,3.0,3.0,0.0339,139.002,3.0,candle (sick and tired),0.396,2009.0
0.413,labelle,0.673,28.0,254787.0,0.511,0.00093,10.0,0.0804,-4.816,1.0,3.0,8.0,0.0347,137.37,4.0,superlover,0.318,2009.0
0.419,lily allen,0.661,4.0,207120.0,0.847,8.82e-05,10.0,0.107,-6.948,1.0,4.0,1.0,0.0404,134.002,4.0,the fear,0.522,2009.0
0.00744,maroon 5,0.757,4.0,243627.0,0.711,1.08e-06,7.0,0.0635,-5.023,1.0,4.0,3.0,0.038,119.974,4.0,not falling apart,0.41,2009.0
0.187,nadia ali,0.571,18.0,245496.0,0.792,1.59e-06,2.0,0.14,-4.654,0.0,4.0,1.0,0.0391,123.99,4.0,love story,0.259,2009.0
0.00235,kristine w,0.603,25.0,256187.0,0.944,0.00598,5.0,0.134,-6.431,0.0,4.0,1.0,0.0342,129.995,4.0,love is the look,0.94,2009.0
0.0148,deadmau5,0.8,25.0,527000.0,0.601,0.859,2.0,0.118,-8.719,0.0,4.0,6.0,0.0711,127.997,4.0,faxing berlin,0.598,2009.0
0.0014,kelly clarkson,0.526,25.0,211493.0,0.882,0.0,9.0,0.144,-4.006,1.0,4.0,9.0,0.0509,144.982,4.0,my life would suck without you,0.424,2009.0
0.00183,dianne wesley,0.622,25.0,495360.0,0.993,0.783,8.0,0.453,-5.205,0.0,4.0,10.0,0.0463,126.004,4.0,ecstasy,0.681,2009.0
0.106,solange,0.681,2.0,232943.0,0.779,0.000124,8.0,0.129,-4.93,1.0,5.0,1.0,0.113,105.042,4.0,t.o.n.y.,0.661,2009.0
0.00218,jipsta,0.679,2.0,209373.0,0.954,0.0,1.0,0.299,-4.71,0.0,5.0,4.0,0.193,124.962,4.0,i want your sex,0.265,2009.0
0.528,anjulie,0.702,9.0,193750.0,0.704,0.0,8.0,0.168,-5.853,1.0,5.0,1.0,0.0825,125.878,4.0,boom,0.478,2009.0
0.489,utada,0.636,16.0,237947.0,0.718,0.0,0.0,0.174,-4.077,1.0,5.0,5.0,0.146,77.004,4.0,come back to me,0.511,2009.0
0.273,beyonce,0.422,23.0,261160.0,0.712,0.0,11.0,0.051,-5.907,0.0,5.0,1.0,0.1,78.454,4.0,halo,0.471,2009.0
0.167,depeche mode,0.518,30.0,193680.0,0.876,0.0,11.0,0.247,-3.276,0.0,5.0,1.0,0.035,81.885,4.0,wrong,0.242,2009.0
0.0932,sylvia tosun & loverush uk,0.663,30.0,526333.0,0.905,0.0252,5.0,0.092,-4.744,1.0,5.0,7.0,0.0464,126.988,4.0,5 reasons,0.803,2009.0
0.00574,deborah cox,0.808,6.0,250267.0,0.667,0.0134,11.0,0.0924,-7.127,1.0,6.0,1.0,0.0642,111.008,4.0,beautiful u r,0.778,2009.0
0.00264,the killers,0.526,6.0,284547.0,0.921,0.000796,4.0,0.126,-4.07,1.0,6.0,2.0,0.0549,152.016,4.0,spaceman,0.85,2009.0
0.509,ono,0.656,13.0,206107.0,0.472,0.0,7.0,0.0547,-10.307,1.0,6.0,1.0,0.032,76.943,4.0,i'm not getting enough,0.586,2009.0
0.13,the black eyed peas,0.867,20.0,251440.0,0.857,0.00171,9.0,0.13,-5.892,1.0,6.0,2.0,0.0663,130.048,4.0,boom boom pow,0.402,2009.0
0.000715,the perry twins featuring niki haris,0.8,4.0,389400.0,0.525,0.842,2.0,0.0949,-9.657,1.0,7.0,1.0,0.0582,126.999,4.0,"bad, bad boy",0.441,2009.0
2.45e-05,oceana,0.781,18.0,547747.0,0.948,0.5,1.0,0.624,-7.928,1.0,7.0,1.0,0.047,127.999,4.0,body rock,0.645,2009.0
0.00012,u2,0.529,18.0,324013.0,0.715,0.497,6.0,0.112,-6.065,0.0,7.0,2.0,0.0348,114.973,4.0,magnificent,0.592,2009.0
0.00569,lady gaga,0.894,25.0,216333.0,0.678,2.43e-06,6.0,0.317,-5.611,0.0,7.0,1.0,0.0523,105.024,4.0,lovegame,0.844,2009.0
0.00208,pet shop boys,0.645,1.0,211907.0,0.727,2.4e-06,2.0,0.0573,-6.071,0.0,8.0,1.0,0.0366,127.967,4.0,love etc.,0.784,2009.0
0.00131,erika jayne,0.666,8.0,234693.0,0.801,0.00178,8.0,0.0909,-3.293,1.0,8.0,1.0,0.0299,124.976,4.0,give you everything,0.887,2009.0
0.212,wynonna,0.564,8.0,223667.0,0.482,0.000646,0.0,0.506,-5.841,0.0,8.0,4.0,0.0267,89.046,4.0,sing,0.129,2009.0
0.0012,katy perry,0.524,22.0,199187.0,0.878,0.0,5.0,0.098,-3.108,0.0,8.0,1.0,0.0346,130.989,4.0,waking up in vegas,0.59,2009.0
0.00296,kaci battaglia,0.701,29.0,218227.0,0.928,0.0,7.0,0.0656,-4.365,0.0,8.0,1.0,0.086,135.985,4.0,crazy possessive,0.809,2009.0
0.0192,sean kingston,0.839,29.0,239987.0,0.804,0.0,1.0,0.331,-2.513,1.0,8.0,3.0,0.0329,122.973,4.0,fire burning,0.888,2009.0
0.0873,the black eyed peas,0.743,29.0,289133.0,0.766,0.0,0.0,0.509,-6.375,1.0,8.0,9.0,0.0265,127.96,4.0,i gotta feeling,0.61,2009.0
0.00596,deadmau5 & melleefresh,0.894,29.0,342656.0,0.559,0.000154,11.0,0.563,-8.814,0.0,8.0,10.0,0.206,128.029,4.0,attention whore,0.583,2009.0
0.000557,kristine w,0.723,5.0,528760.0,0.762,0.634,7.0,0.0688,-7.065,1.0,9.0,1.0,0.0527,128.01,4.0,be alright,0.603,2009.0
0.0995,beyonce,0.693,12.0,207480.0,0.822,1.73e-05,1.0,0.061,-6.01,1.0,9.0,1.0,0.102,121.969,4.0,sweet dreams,0.765,2009.0
0.00492,kristinia debarge,0.788,12.0,208133.0,0.815,3.84e-06,1.0,0.232,-3.168,0.0,9.0,3.0,0.0461,119.986,4.0,goodbye,0.664,2009.0
0.0179,tiga,0.837,12.0,227747.0,0.868,0.515,1.0,0.107,-5.141,1.0,9.0,5.0,0.0389,123.004,4.0,shoes,0.88,2009.0
0.017,bt,0.772,12.0,463773.0,0.812,0.848,7.0,0.166,-4.692,1.0,9.0,6.0,0.0514,128.0,4.0,rose of jericho,0.271,2009.0
0.000813,la roux,0.691,19.0,205733.0,0.881,7.21e-05,3.0,0.0736,-2.686,0.0,9.0,1.0,0.0526,122.978,4.0,bulletproof,0.689,2009.0
0.00155,jonas brothers,0.638,19.0,218267.0,0.846,0.0,10.0,0.132,-4.415,1.0,9.0,10.0,0.0425,120.993,4.0,paranoid,0.781,2009.0
0.0742,madonna,0.637,26.0,215133.0,0.891,0.000622,11.0,0.0686,-4.139,0.0,9.0,1.0,0.0345,126.002,4.0,celebration,0.933,2009.0
0.013,noisettes,0.691,26.0,228787.0,0.876,0.00483,6.0,0.0655,-3.953,1.0,9.0,4.0,0.0378,120.272,4.0,don't upset the rhythm (go baby go),0.658,2009.0
0.0453,mariah carey,0.63,3.0,242200.0,0.48,0.0,10.0,0.832,-5.502,0.0,10.0,1.0,0.144,172.887,4.0,obsessed,0.427,2009.0
0.289,shakira,0.865,10.0,188867.0,0.69,0.0138,7.0,0.225,-7.448,1.0,10.0,1.0,0.0444,121.983,4.0,she wolf,0.868,2009.0
0.0483,solange,0.6,17.0,270791.0,0.778,0.0,1.0,0.142,-3.242,1.0,10.0,3.0,0.0536,115.161,4.0,would've been the one,0.809,2009.0
0.552,vanessa williams,0.872,17.0,309615.0,0.565,2.38e-05,5.0,0.217,-6.911,0.0,10.0,6.0,0.0376,119.977,4.0,the real thing,0.862,2009.0
0.0531,nadia ali,0.766,24.0,250746.0,0.704,0.0583,9.0,0.152,-8.863,0.0,10.0,4.0,0.0434,133.994,4.0,fine print,0.331,2009.0
0.00645,agnes,0.621,31.0,256213.0,0.923,7.28e-05,2.0,0.108,-3.124,0.0,10.0,1.0,0.0321,127.973,4.0,release me,0.716,2009.0
0.054,whitney houston,0.714,7.0,204267.0,0.747,0.0,11.0,0.0845,-4.134,0.0,11.0,1.0,0.111,119.899,4.0,million dollar bill,0.765,2009.0
0.113,lady gaga,0.762,14.0,208307.0,0.692,0.0,5.0,0.094,-3.973,0.0,11.0,1.0,0.0438,114.906,4.0,paparazzi,0.397,2009.0
0.114,anjulie,0.619,14.0,200093.0,0.66,0.0,2.0,0.109,-6.03,1.0,11.0,8.0,0.0521,121.931,4.0,love songs,0.588,2009.0
5.46e-05,pet shop boys,0.599,21.0,221360.0,0.972,0.716,3.0,0.152,-3.553,1.0,11.0,1.0,0.0355,128.074,4.0,did you see me coming?,0.917,2009.0
0.0199,jordin sparks,0.629,5.0,212747.0,0.841,0.0,0.0,0.293,-4.323,0.0,12.0,1.0,0.0576,115.035,4.0,s.o.s. (let the music play),0.691,2009.0
0.00515,mika,0.55,5.0,238040.0,0.871,0.0919,0.0,0.109,-5.17,1.0,12.0,5.0,0.0736,123.015,4.0,we are golden,0.387,2009.0
0.00073,depeche mode,0.649,12.0,273427.0,0.603,0.00976,1.0,0.101,-6.588,0.0,12.0,1.0,0.0322,104.013,4.0,perfect,0.126,2009.0
0.00999,esmee denters,0.655,12.0,201093.0,0.823,0.0278,5.0,0.266,-4.015,0.0,12.0,9.0,0.072,125.842,4.0,outta here,0.422,2009.0
0.0734,plumb,0.514,19.0,189067.0,0.833,0.000168,11.0,0.138,-4.31,0.0,12.0,1.0,0.0458,128.053,4.0,hang on,0.323,2009.0
0.122,mariah carey,0.59,19.0,207133.0,0.441,0.0,6.0,0.226,-6.128,1.0,12.0,2.0,0.0342,79.989,4.0,i want to know what love is,0.271,2009.0
0.00123,morgan page,0.637,19.0,237760.0,0.78,0.0232,7.0,0.134,-5.621,0.0,12.0,6.0,0.0459,127.993,4.0,fight for you,0.504,2009.0
0.00314,lady gaga,0.696,2.0,294573.0,0.921,5.24e-05,0.0,0.0842,-3.755,1.0,1.0,1.0,0.0363,119.001,4.0,bad romance,0.714,2010.0
0.0665,janet,0.732,9.0,218613.0,0.714,0.000124,11.0,0.238,-5.772,0.0,1.0,1.0,0.217,128.49,4.0,make me,0.674,2010.0
